vat(E)_8_AY043209	macrolide
blaOXA-336_1_KF048907	beta-lactam
blaOXA-500_1_JMNQ01000002	beta-lactam
qnrB61_1_AB734053	quinolone
blaOXA-403_1_KJ920337	beta-lactam
blaBEL-2_1_FJ666063	beta-lactam
blaSHV-107_1_AM922308	beta-lactam
blaZ_74_CZWI01000159	beta-lactam
qnrB24_1_HM192542	quinolone
aac(3)-Ih_1_CP000490	aminoglycoside
blaOXA-94_1_DQ519088	beta-lactam
blaSHV-56_1_EU586041	beta-lactam
blaOXA-31_1_AF294653	beta-lactam
qnrB73_1_KF443075	quinolone
sul1_9_AY963803	sulphonamide
blaSHV-143_1_JQ341060	beta-lactam
blaIMP-7_1_AF318077	beta-lactam
blaOXA-300_1_APPK01000054	beta-lactam
mecA_4_AB546266	beta-lactam
blaCTX-M-101_1_HQ398214	beta-lactam
blaOXY-4-1_1_AY077481	beta-lactam
blaSHV-72_1_AM176547	beta-lactam
blaTEM-60_1_AF047171	beta-lactam
VanHBX_1_AF192329	glycopeptide
blaZ_116_NC_013348	beta-lactam
blaOXA-474_1_KR182167	beta-lactam
blaCMY-151_1_KY780116	beta-lactam
erm(B)_20_AF109075	macrolide
blaSHV-71_1_AM176546	beta-lactam
blaCTX-M-81_1_EU136031	beta-lactam
blaCTX-M-78_1_AM982522	beta-lactam
blaOXA-341_1_KF048913	beta-lactam
ant(2__)-Ia_16_HQ386848	aminoglycoside
aac(3)-I_1_AJ877225	aminoglycoside
blaCEPH-A3_1_AY112998	beta-lactam
VanHDX_2_EU999036	glycopeptide
blaOXA-309_1_HF947514	beta-lactam
blaCTX-M-74_1_GQ149243	beta-lactam
blaTEM-217_1_HG934763	beta-lactam
aac(6_)-Ib3_1_X60321	aminoglycoside
mcr-1.7_1_KY488488	colistin
blaZ_71_NZ_CUGR01000082	beta-lactam
aadA8_1_AF326210	aminoglycoside
blaOXA-152_1_KP771980	beta-lactam
blaCMY-94_1_JX514368	beta-lactam
blaZ_55_NZ_JVLY01000044	beta-lactam
blaOXA-464_1_KU721146	beta-lactam
blaOXA-63_1_AY619003	beta-lactam
blaTEM-71_1_AF203816	beta-lactam
tet(L)_6_D12567	tetracycline
blaCTX-M-196_1_KY563769	beta-lactam
blaCARB-19_1_KJ934267	beta-lactam
blaCTX-M-170_1_KR822223	beta-lactam
blaOXA-376_1_KF986257	beta-lactam
blaOXA-482_1_KP264124	beta-lactam
blaZ_130_AHKZ01000073	beta-lactam
blaOXA-155_1_KP771983	beta-lactam
oqxA_1_EU370913	quinolone
blaZ_10_FR823292	beta-lactam
blaOKP-B-8_1_AM051157	beta-lactam
blaCMH-3_1_KX192165	beta-lactam
blaLEN22_1_AM850912	beta-lactam
blaCMY-45_1_FN546177	beta-lactam
blaTEM-214_1_KP050491	beta-lactam
blaCMY-20_1_AY960293	beta-lactam
blaCMY-30_1_LMYO01000054	beta-lactam
blaSHV-198_1_MF281086	beta-lactam
blaCMY-127_1_KM985465	beta-lactam
blaSHV-94_1_EF373970	beta-lactam
aph(6)-Ib_1_X05648	aminoglycoside
blaRAHN-1_2_AF338038	beta-lactam
blaSGM-5_1_NG049987	beta-lactam
fusC_1_KF527883	fusidicacid
fosA4_1_AB908992	fosfomycin
blaOXA-547_1_KY684124	beta-lactam
blaTEM-1B_1_AY458016	beta-lactam
blaOXA-86_1_DQ149247	beta-lactam
blaOXA-566_1_MF099636	beta-lactam
fosX_3_CP003505	fosfomycin
blaSHV-2a_1_X98102	beta-lactam
blaIMI-2_1_DQ173429	beta-lactam
blaGOB-8_1_AY348327	beta-lactam
qnrB1_1_DQ351241	quinolone
ant(9)-Ia_2_M69221	aminoglycoside
blaCTX-M-147_1_KF513180	beta-lactam
qnrB59_1_JX259320	quinolone
blaSHV-16_1_AF072684	beta-lactam
blaOXA-66_1_AY750909	beta-lactam
blaKPC-8_1_FJ234412	beta-lactam
mcr-1.14_1_LS398440	colistin
erm(Q)_1_L22689	macrolide
blaSHV-57_1_AY223863	beta-lactam
blaACC-1_1_AJ133121	beta-lactam
blaZ_54_NZ_JVRB01000003	beta-lactam
blaDHA-2_1_AF259520	beta-lactam
blaOXA-153_1_KP771981	beta-lactam
blaCTX-M-42_1_DQ061159	beta-lactam
aac(3)-VIII_2_AJ843080	aminoglycoside
erm(Y)_1_AB014481	macrolide
qnrB11_1_EF653270	quinolone
blaOKP-A-9_1_AM051148	beta-lactam
blaCTX-M-117_1_JN227085	beta-lactam
blaIMP-3_1_AB010417	beta-lactam
dfrA9_1_X57730	trimethoprim
blaZ_87_NZ_LRNC01000042	beta-lactam
blaOXA-60a_1_AY662675	beta-lactam
qnrB52_1_EF488762	quinolone
blaOXA-414_1_KJ584914	beta-lactam
aph(3_)-Ia_8_Y00452	aminoglycoside
blaCTX-M-192_1_KY271098	beta-lactam
cfr(B)_1_KM359439	phenicol
blaCTX-M-97_1_HM776707	beta-lactam
blaOXA-260_1_APOR01000009	beta-lactam
blaOXA-68_1_AY750910	beta-lactam
blaPLA-3A_1_AY507663	beta-lactam
blaOKP-A-7_1_AM051145	beta-lactam
blaTEM-20_1_EU527189	beta-lactam
blaOXA-27_1_AF201828	beta-lactam
blaTEM-127_1_AY368236	beta-lactam
blaOXA-99_1_DQ888718	beta-lactam
blaHERA-2_1_AF398334	beta-lactam
tet(G)_2_AF133140	tetracycline
blaB-9_1_AY348324	beta-lactam
blaZ_19_JBMK01000007	beta-lactam
blaDIM-1_1_GU323019	beta-lactam
ant(2__)-Ia_13_DQ176450	aminoglycoside
mph(B)_1_D85892	macrolide
tet(41)_1_AY264780	tetracycline
blaACC-2_1_AF180952	beta-lactam
blaOXA-13_1_AF043558	beta-lactam
blaTEM-196_1_JQ034306	beta-lactam
blaNDM-18_1_KY503030	beta-lactam
blaOXY-2-5_5_AY077487	beta-lactam
blaFONA-3_1_AJ251241	beta-lactam
erm(42)_1_FR734406	macrolide
blaCTX-M-102_1_HQ398215	beta-lactam
cat_3_S48276	phenicol
dfrA12_6_AY551331	trimethoprim
blaTEM-110_1_AY072920	beta-lactam
blaOXA-241_1_JX025021	beta-lactam
sul2_5_AY524415	sulphonamide
blaTEM-150_1_AM183304	beta-lactam
aadA1b_1_M95287	aminoglycoside
blaCMY-85_1_KJ207202	beta-lactam
mcr-1.6_1_KY352406	colistin
blaTEM-210_1_KJ484630	beta-lactam
cat(pC221)_1_X02529	phenicol
blaTEM-70_1_AF188199	beta-lactam
blaOXA-64_1_AY750907	beta-lactam
nimF_1_AJ515145	nitroimidazole
blaCTX-M-32_2_AJ557142	beta-lactam
blaOXA-230_1_JQ422054	beta-lactam
erm(B)_23_X72021	macrolide
blaOXA-112_1_EF650038	beta-lactam
blaTEM-183_1_HQ529916	beta-lactam
nimD_1_X76949	nitroimidazole
ant(2__)-Ia_5_AY139594	aminoglycoside
blaOXY-1-7_7_M27459	beta-lactam
sul2_13_AJ289135	sulphonamide
blaACC-1_2_HG530658	beta-lactam
blaACC-4_1_GU256641	beta-lactam
tet(M)_1_X92947	tetracycline
blaOXA-291_1_APRL01000010	beta-lactam
blaZ_15_JAZQ01000018	beta-lactam
blaOXA-18_1_U85514	beta-lactam
blaOXA-185_1_JQ396379	beta-lactam
blaCMY-55_1_HM544040	beta-lactam
dfrA16_1_AF077008	trimethoprim
blaOXA-3_1_L07945	beta-lactam
blaACT-1_1_U58495	beta-lactam
blaLEN20_1_AM850910	beta-lactam
aadA1_3_JQ414041	aminoglycoside
blaNDM-20_1_KY654092	beta-lactam
blaOXA-14_1_KJ420612	beta-lactam
blaNDM-23_1_MH450214	beta-lactam
blaCMY-103_1_KF526116	beta-lactam
nimI_1_FJ940886	nitroimidazole
blaCMY-112_1_KM087837	beta-lactam
blaCMY-81_1_JQ733578	beta-lactam
catB3_1_AJ009818	phenicol
blaNDM-3_1_JQ734687	beta-lactam
mre(A)_1_U92073	macrolide
blaCMY-78_1_JQ733575	beta-lactam
vat(B)_1_U19459	macrolide
blaTEM-16_1_X65254	beta-lactam
blaSHV-50_1_AY288915	beta-lactam
blaACC-5_1_HE819401	beta-lactam
blaCTX-M-220_1_MH450163	beta-lactam
aac(2_)-Ib_1_U41471	aminoglycoside
fosB_4_CP000029	fosfomycin
aac(6_)-Iv_1_AF031330	aminoglycoside
dfrA1_6_FJ215857	trimethoprim
blaOXA-271_1_APQO01000006	beta-lactam
blaZ_5_AJ302698	beta-lactam
blaDES-1_1_AF426161	beta-lactam
aph(2__)-Ig_1_CP004067	aminoglycoside
blaVIM-12_1_DQ143913	beta-lactam
blaCARB-12_1_D13210	beta-lactam
blaCMY-148_1_KY624573	beta-lactam
blaCMY-124_1_KM985462	beta-lactam
blaSHV-14_1_AF226622	beta-lactam
catB1_1_M58472	phenicol
blaCMY-122_1_KM985460	beta-lactam
blaCMY-53_1_HQ336940	beta-lactam
aadA5_1_AF137361	aminoglycoside
tet(B)_3_AJ277653	tetracycline
floR_1_AF071555	phenicol
blaOXA-148_1_GQ853679	beta-lactam
blaSHV-105_1_FJ194944	beta-lactam
blaGES-5_1_DQ236171	beta-lactam
blaOXA-455_1_KP903885	beta-lactam
dfrA31_1_AB200915	trimethoprim
blaCTX-M-116_1_JF966749	beta-lactam
blaCMY-54_1_HM544039	beta-lactam
catP_1_U15027	phenicol
blaOXA-256_1_HE616889	beta-lactam
fusB_2_JF777505	fusidicacid
blaSPG-1_1_KP109680	beta-lactam
blaTEM-227_1_KY418040	beta-lactam
blaOXA-314_1_KF057031	beta-lactam
erm(X)_1_M36726	macrolide
blaOXA-282_1_APQS01000019	beta-lactam
dfrA12_10_FM877486	trimethoprim
aadA13_1_AY713504	aminoglycoside
mcr-2.1_1_LT598652	colistin
blaCMY-16_1_AJ781421	beta-lactam
blaTEM-154_1_FJ807656	beta-lactam
blaOXA-224_1_JN412067	beta-lactam
blaIMP-74_1_MH243349	beta-lactam
blaVIM-26_1_FR748153	beta-lactam
dfrA1_17_FJ489928	trimethoprim
blaVEB-2_1_AY027870	beta-lactam
blaOXA-116_1_EU220744	beta-lactam
blaSHV-25_1_AF208796	beta-lactam
blaTEM-2_1_X54606	beta-lactam
blaCMY-27_1_EU515250	beta-lactam
blaSHV-185_1_KM233164	beta-lactam
blaTEM-4_1_LK391770	beta-lactam
mcr-4.1_1_MF543359	colistin
qnrD2_1_KF055448	quinolone
aph(2__)-Id_1_AF016483	aminoglycoside
qnrB13_1_EU273755	quinolone
blaDHA-27_1_MH067965	beta-lactam
blaIND-9_1_GU186045	beta-lactam
ant(2__)-Ia_6_AJ871915	aminoglycoside
aph(3__)-Ib_1_M28829	aminoglycoside
blaSHV-69_1_DQ174308	beta-lactam
blaSHV-111_1_AB372881	beta-lactam
qepA_1_FJ167861	quinolone
blaDHA-5_1_JF273491	beta-lactam
msr(D)_3_AF227520	macrolide
dfrA22_1_KC200566	trimethoprim
blaSHV-79_1_AM176554	beta-lactam
mecA1_3_Y13094	beta-lactam
tet(34)_1_AB061440	tetracycline
cat_5_U35036	phenicol
tet(W)_5_AJ427422	tetracycline
blaTEM-230_1_MG821377	beta-lactam
tet(A)_3_AY196695	tetracycline
tet(35)_1_AF353562	tetracycline
blaCARB-27_1_NG_048730	beta-lactam
aac(6_)-Iag_1_AB472901	aminoglycoside
aph(2__)-If_2_AY701528	aminoglycoside
mecA_3_Y13095	beta-lactam
mecA_8_NC_007168	beta-lactam
blaTEM-201_1_JX310327	beta-lactam
blaCTX-M-148_1_KJ020574	beta-lactam
blaCMY-118_1_KM087838	beta-lactam
blaOXY-1-4_4_AY077483	beta-lactam
blaGOB-16_1_GU188443	beta-lactam
erm(E)_2_M11200	macrolide
optrA_8_KT862782	oxazolidinone
blaOXA-180_1_HM570036	beta-lactam
mecA_5_AB546267	beta-lactam
blaOXA-102_1_NZ_LWGP01000001	beta-lactam
aac(6_)-Ib11_1_AY136758	aminoglycoside
blaCMY-152_1_KY978224	beta-lactam
blaCMY-21_1_DQ139328	beta-lactam
blaOXA-548_1_KY682750	beta-lactam
blaZ_46_CP010944	beta-lactam
blaOXA-360_1_KF421163	beta-lactam
blaOXA-484_1_KR401105	beta-lactam
blaOXA-149_1_GQ853680	beta-lactam
blaOXA-177_1_HM113563	beta-lactam
dfrA21_1_AY552589	trimethoprim
aadA1_5_JX185132	aminoglycoside
blaTEM-157_1_DQ909059	beta-lactam
blaIMI-5_1_KT599915	beta-lactam
blaOXA-89_1_DQ445683	beta-lactam
blaOXA-352_1_KF297581	beta-lactam
nimI_1_FJ940884	nitroimidazole
blaCARB-17_1_KJ934265	beta-lactam
blaOXA-286_1_APOI01000030	beta-lactam
tet(O/W/32/O/W/O)_2_DQ679926	tetracycline
blaIMP-42_1_AB753456	beta-lactam
blaSHV-70_1_DQ013287	beta-lactam
blaSHV-9_1_S82452	beta-lactam
blaOXA-199_1_JN704570	beta-lactam
erm(39)_1_AY487229	macrolide
blaOXA-325_1_KF203099	beta-lactam
blaCMY-111_1_KJ155695	beta-lactam
blaCTX-M-51_1_DQ211987	beta-lactam
aac(6_)-Ir_1_AF031326	aminoglycoside
blaOXA-56_1_AY445080	beta-lactam
blaCMY-48_1_HM569226	beta-lactam
mph(D)_1_AB048591	macrolide
blaCTX-M-85_1_FJ214368	beta-lactam
blaOXA-460_1_KR061508	beta-lactam
blaOXA-479_1_KR182172	beta-lactam
blaGOB-4_1_AF189293	beta-lactam
blaOXA-386_1_KF986254	beta-lactam
blaFOX-1_1_X77455	beta-lactam
aac(3)-VIII_1_AB211959	aminoglycoside
blaCMY-96_1_KC007362	beta-lactam
qepA2_1_EU847537	quinolone
blaTEM-212_1_KF481968	beta-lactam
blaCMY-29_1_EF685371	beta-lactam
tet(O/32/O)_1_JQ740052	tetracycline
blaTEM-232_1_MH079593	beta-lactam
blaOXA-483_1_KP264125	beta-lactam
cmrA_1_Z12001	phenicol
blaOXA-452_1_KR061505	beta-lactam
cphA1_1_AY261379	beta-lactam
erm(38)_1_AY154657	macrolide
blaOXA-563_1_KY767021	beta-lactam
blaPER-7_1_HQ713678	beta-lactam
aac(6_)-Ix_1_AF031332	aminoglycoside
tet(33)_2_DQ390458	tetracycline
blaDHA-14_1_DQ478687	beta-lactam
blaOXA-243_1_AFRQ01000031	beta-lactam
blaOXA-150_1_GQ853681	beta-lactam
blaOXA-43_1_AJ488303	beta-lactam
blaOXA-194_1_HQ425492	beta-lactam
mcr-4.4_1_MG822665	colistin
blaCTX-M-37_1_AY649755	beta-lactam
blaSHV-80_1_AM176555	beta-lactam
blaOXA-342_1_KF048915	beta-lactam
blaOXA-517_1_KU878974	beta-lactam
tet(S)_1_DQ377340	tetracycline
fosF_1_AY294333	fosfomycin
cphA5_1_AY227051	beta-lactam
blaZ_8_HE993884	beta-lactam
aph(3_)-Ia_10_EU855787	aminoglycoside
erm(F)_1_M14730	macrolide
qnrA5_1_DQ058663	quinolone
blaTEM-92_1_AF143804	beta-lactam
mcr-3.12_1_MG564491	colistin
blaZ_120_NZ_ALWG01000005	beta-lactam
blaCTX-M-27_1_AY156923	beta-lactam
blaOXA-264_1_APQQ01000012	beta-lactam
blaSHV-2_1_AF148851	beta-lactam
qnrB28_1_HM439643	quinolone
blaOXA-242_1_JX025022	beta-lactam
blaOXA-284_1_APRU01000004	beta-lactam
EstDL136_1_JN242251	phenicol
blaOXA-136_1_EU086831	beta-lactam
blaZ_4_X04121	beta-lactam
blaRAHN-2_2_HM114350	beta-lactam
blaOXA-345_1_KF048918	beta-lactam
blaCMY-101_1_KF526114	beta-lactam
lsa(B)_1_AJ579365	macrolide
dfrA22_5_AJ968952	trimethoprim
blaOXA-250_1_HE963771	beta-lactam
blaSHV-163_1_JX121130	beta-lactam
VanHDX_6_DQ172830	glycopeptide
blaOXA-377_1_KF986258	beta-lactam
tet(44)_2_FN594949	tetracycline
blaOXA-34_1_AF350424	beta-lactam
blaOXA-493_1_CP007774	beta-lactam
erm(T)_2_AY894138	macrolide
blaSHV-103_1_EU032604	beta-lactam
blaSHV-30_1_AY661885	beta-lactam
aph(3_)-Ia_3_EF015636	aminoglycoside
blaOXA-420_1_AB983359	beta-lactam
cphA4_1_AY227050	beta-lactam
blaBKC-1_1_KP689347	beta-lactam
blaOXA-88_1_DQ392963	beta-lactam
catB8_1_AF227506	phenicol
blaKPC-28_1_KY282958	beta-lactam
blaKPC-26_1_KX619622	beta-lactam
blaCMY-17_1_AY513266	beta-lactam
blaGES-20_1_JN596280	beta-lactam
blaSHV-189_1_KP050494	beta-lactam
blaTEM-219_1_KM114268	beta-lactam
blaOXA-251_1_JN118546	beta-lactam
blaSHV-155_1_JX121122	beta-lactam
blaIMI-3_1_GU015024	beta-lactam
blaVEB-5_1_EF420108	beta-lactam
aadA8b_2_AM040708	aminoglycoside
tet(M)_9_X56353	tetracycline
blaCTX-M-173_1_KT997884	beta-lactam
blaOXA-349_1_KF297578	beta-lactam
blaCTX-M-94_1_HM167760	beta-lactam
blaOXA-365_1_KF885217	beta-lactam
mph(C)_5_AM180067	macrolide
blaOXA-521_1_KX462701	beta-lactam
blaCMY-33_1_EU496816	beta-lactam
blaOXA-120_1_EU255289	beta-lactam
blaOXA-317_1_KF057034	beta-lactam
blaOCH-7_1_AJ295345	beta-lactam
mcr-6.1_1_MF176240	colistin
blaVIM-9_1_AY524988	beta-lactam
blaCTX-M-87_1_EU545409	beta-lactam
blaCARB-23_1_NG_048726	beta-lactam
tet(K)_2_J01764	tetracycline
aadA15_1_DQ393783	aminoglycoside
dfrA12_2_KJ546436	trimethoprim
blaSHV-128_1_GU932590	beta-lactam
blaOXA-141_1_EF552405	beta-lactam
blaCTX-M-67_1_EF581888	beta-lactam
blaCTX-M-214_1_MH121688	beta-lactam
mecA_6_BX571856	beta-lactam
aac(3)-IVa_1_X01385	aminoglycoside
tet(H)_2_AJ245947	tetracycline
blaOXA-231_1_JQ326200	beta-lactam
blaCTX-M-99_1_HM803271	beta-lactam
tet(W/32/O)_4_AM710605	tetracycline
blaOXA-154_1_KP771982	beta-lactam
blaGES-1_1_HQ170511	beta-lactam
blaOXA-74_1_EU161636	beta-lactam
aac(3)-VIII_3_AJ748131	aminoglycoside
blaTEM-167_1_FJ360884	beta-lactam
blaCMY-84_1_JQ733579	beta-lactam
blaMOX-7_1_GQ152602	beta-lactam
blaCTX-M-38_1_AY822595	beta-lactam
blaOXA-248_1_HE963769	beta-lactam
blaGES-10_1_FJ820124	beta-lactam
blaOKP-B-3_1_AM051152	beta-lactam
tet(42)_1_EU523697	tetracycline
blaOXA-103_1_APQF01000011	beta-lactam
VanHDX_1_AF130997	glycopeptide
blaOXA-90_1_EU547443	beta-lactam
qnrS1_1_AB187515	quinolone
qnrVC6_1_KC202804	quinolone
blaOXA-201_1_HQ734812	beta-lactam
VanHAX_PT_1_DQ018710	glycopeptide
blaTEM-141_1_AY956335	beta-lactam
cat_2_M35190	phenicol
blaCMY-4_1_LNHZ01000079	beta-lactam
blaOXA-46_1_AF317511	beta-lactam
blaOXA-379_1_KF986260	beta-lactam
blaZ_94_LYRW01000005	beta-lactam
optrA_16_AMBD01000029	oxazolidinone
blaZ_96_LNDI01000019	beta-lactam
mcr-3.5_1_MF489760	colistin
aadA10_1_U37105	aminoglycoside
qnrB67_1_KC580656	quinolone
mecC_3_KR732654	beta-lactam
blaOXA-488_1_CP017969	beta-lactam
npmA_1_AB261016	aminoglycoside
aac(6_)-Iw_1_AF031331	aminoglycoside
mph(I)_1_KX531056	macrolide
blaKPC-29_1_KY563764	beta-lactam
qnrS5_1_HQ631377	quinolone
blaCTX-M-146_1_KY938173	beta-lactam
blaZ_76_FFOR01000002	beta-lactam
tetB(P)_1_NC_010937	tetracycline
blaZ_16_JBTH01000015	beta-lactam
aacA43_1_HQ247816	aminoglycoside
blaTEM-206_1_KC783461	beta-lactam
blaTEM-45_1_X95401	beta-lactam
blaOXA-246_1_EU886980	beta-lactam
blaCTX-M-92_1_GU127598	beta-lactam
blaVEB-4_1_EF136375	beta-lactam
blaOXA-510_1_JX865393	beta-lactam
blaOXA-265_1_APQR01000003	beta-lactam
blaTEM-124_1_AY327540	beta-lactam
blaVEB-7_1_FJ825622	beta-lactam
blaOXA-54_1_AY500137	beta-lactam
blaOXA-477_1_KR182170	beta-lactam
blaZ_42_CCEE01000006	beta-lactam
qnrB70_1_KC580659	quinolone
blaSHV-60_1_AB302939	beta-lactam
blaOXA-26_1_AF201827	beta-lactam
blaOXA-114f_1_HM368375	beta-lactam
sul2_11_AY232670	sulphonamide
blaIMP-73_1_MH021848	beta-lactam
blaCGB-1_1_EF672680	beta-lactam
VanHAX_PA_1_DQ018711	glycopeptide
aph(3_)-IX_1_APPN01000061	aminoglycoside
blaFONA-4_1_AJ251242	beta-lactam
blaSST-1_1_AB008455	beta-lactam
blaOKP-B-2_1_AM051151	beta-lactam
tet(O)_1_M18896	tetracycline
blaSHV-186_1_KM233165	beta-lactam
blaSHV-48_1_AY263404	beta-lactam
blaTEM-40_1_FR717535	beta-lactam
blaKPC-32_1_MAPO01000050	beta-lactam
aph(3__)-Ia_1_X53527	aminoglycoside
blaCTX-M-124_1_JQ429324	beta-lactam
aac(6_)-Ig_1_L09246	aminoglycoside
blaGOB-15_1_AY775547	beta-lactam
tet(33)_1_AY255627	tetracycline
blaIND-2_2_AF219127	beta-lactam
mecB_1_NC_011996	beta-lactam
blaSHV-81_1_AM176556	beta-lactam
blaZ_100_LTMH01000008	beta-lactam
srm(B)_1_X63451	macrolide
blaCMY-31_1_EF622224	beta-lactam
blaVIM-3_1_AF300454	beta-lactam
blaOXA-280_1_APPZ01000001	beta-lactam
tet(M)_12_FR671418	tetracycline
erm(34)_1_AY234334	macrolide
str_2_FN435330	aminoglycoside
blaNDM-15_1_KP735848	beta-lactam
blaCARB-3_1_S46063	beta-lactam
blaSHV-95_1_EF373972	beta-lactam
ant(2__)-Ia_2_JF826500	aminoglycoside
aac(6_)-30-aac(6_)-Ib__1_AJ584652	aminoglycoside
blaOXA-457_1_KP903887	beta-lactam
qnrB6_1_EF520349	quinolone
blaOXA-106_1_EF650032	beta-lactam
blaCTX-M-20_1_AJ416344	beta-lactam
blaOXA-538_1_KX827284	beta-lactam
blaIMP-31_1_KF148593	beta-lactam
blaNDM-10_1_KF361506	beta-lactam
nimE_1_AM042593	nitroimidazole
tet(W)_3_AJ427421	tetracycline
blaZ_21_JGQH01000014	beta-lactam
qnrB18_1_AM919399	quinolone
cphA8_1_AY261375	beta-lactam
blaKPC-10_1_GQ140348	beta-lactam
aadA21_1_AY171244	aminoglycoside
blaSME-1_1_Z28968	beta-lactam
blaSHV-158_1_JX121125	beta-lactam
mcr-3.6_1_MF598076	colistin
erm(E)_1_X51891	macrolide
blaTEM-139_1_DQ072853	beta-lactam
mph(F)_1_AM260957	macrolide
nimH_1_KX576455	nitroimidazole
blaACT-15_1_JX440356	beta-lactam
blaZ_12_M15195	beta-lactam
vanXmurFvanWI_1_CP001336	glycopeptide
poxtA_1_MF095097	oxazolidinone
blaIMP-38_1_HQ875573	beta-lactam
optrA_3_KT862780	oxazolidinone
blaCTX-M-216_1_MH243352	beta-lactam
tet(S/M)_2_AY534326	tetracycline
blaCTX-M-52_1_DQ223685	beta-lactam
blaCTX-M-160_1_KP050493	beta-lactam
blaVIM-43_1_KP096412	beta-lactam
blaKPC-34_1_KU985429	beta-lactam
blaCMY-86_1_KJ207204	beta-lactam
blaZ_3_CP000732	beta-lactam
blaCARB-25_1_BK008888	beta-lactam
blaIND-2a_4_AF219130	beta-lactam
qnrB35_1_JN173057	quinolone
blaOXA-114b_1_HM056040	beta-lactam
blaCMY-139_1_KU641016	beta-lactam
blaTEM-171_1_GQ149347	beta-lactam
blaCFE-1_1_AB107899	beta-lactam
blaTEM-49_1_Y10281	beta-lactam
blaSPU-1_1_GQ919044	beta-lactam
blaOKP-A-6_1_AM051144	beta-lactam
dfrA5_2_FJ001870	trimethoprim
aac(3)-IIa_4_L22613	aminoglycoside
blaZ_45_CP010941	beta-lactam
blaCTX-M-64_1_AB284167	beta-lactam
blaNDM-22_1_MH243357	beta-lactam
blaOXA-209_1_JF268688	beta-lactam
blaOXA-555_1_KY126224	beta-lactam
dfrB5_1_AY943084	trimethoprim
blaOXA-458_1_KP903888	beta-lactam
blaCTX-M-202_1_MF195067	beta-lactam
blaACT-9_1_HQ693810	beta-lactam
blaSHV-142_1_JQ029959	beta-lactam
blaOXY-2-2_2_AJ871867	beta-lactam
blaOXA-4_1_AY162283	beta-lactam
ere(A)_1_AY183453	macrolide
blaOKP-B-14_1_DQ995288	beta-lactam
aac(3)-IIa_2_AY138987	aminoglycoside
blaOXA-343_1_KF048916	beta-lactam
